Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 79
Current messages : 512

Jun  4 2026 05:55:09 SW-DMZ-ACC-01 %%01INFO/4/SUPPRESS_LOGINFO(l):CID=0x806003fe;Log LLDP/LLDP_INTERFACE_REM_CHANGE is suppressed 20 in last 3600 seconds, Source=0x80a50450.
Jun  4 2026 04:31:39 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:30:28 SW-DMZ-ACC-01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:30:21 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x8083044d-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=8, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun  4 2026 04:30:08 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:30:08 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:30:08 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:29:53 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:29:53 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=Ethernet1/0/0, RemoteDeviceManageAddress=38ba-2ea8-7401)
Jun  4 2026 04:29:53 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=38ba-2ea8-7401, RemotePortIdType=interfaceName, RemotePortId=Ethernet1/0/0, RemoteSystemName=HQ-DHCP-Server, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.221 (NE40E-X16 V800R022C10SPC100B315)  Copyright (C) 2012-2022 Huawei Technologies Co., Ltd.  HUAWEI NE40E-X16  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=38ba-2ea8-7401)
Jun  4 2026 04:29:04 SW-DMZ-ACC-01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:29:04 SW-DMZ-ACC-01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x8083044d;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.3, NeighborIp=10.1.200.25, NeighborAreaId=0.0.0.3, NeighborInterface=Vlanif210, NeighborDownImmediate reason=Neighbor Down Due to Inactivity, NeighborDownPrimeReason=Hello Not Seen, CpuUsage=12%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.26,SystemInfo=Avai:478723796, Com:88788708, mlo:105732, cpu:12, pin:957841576, pout:4294967295, kernelRat:6.43, NiceRate:0.3, IowaitRate:0.0, HardIrqRate:0.48, SoftIrqRate:0.57, StealstolenRate:0.0)
Jun  4 2026 04:29:04 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x8083044d-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=1, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Adjacency holdTimer expired, SubReason=Hello Not Seen)
Jun  4 2026 04:28:36 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:28:36 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/6, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:28:36 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/6, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:28:24 SW-DMZ-ACC-01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:27:10 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x8083044d-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=8, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun  4 2026 04:26:54 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=added, Added=1, Deleted=0, RemoteInterfaceName=Ethernet1/0/0, RemoteDeviceManageAddress=38ba-2ea8-7401)
Jun  4 2026 04:26:54 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=38ba-2ea8-7401, RemotePortIdType=interfaceName, RemotePortId=Ethernet1/0/0, RemoteSystemName=HQ-DHCP-Server, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.221 (NE40E-X16 V800R022C10SPC100B315)  Copyright (C) 2012-2022 Huawei Technologies Co., Ltd.  HUAWEI NE40E-X16  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=38ba-2ea8-7401)
Jun  4 2026 04:26:54 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:26:34 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/6, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:26:34 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/6, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:26:34 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:26:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:26:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:26:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/6, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/6, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x8083044d;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.3, NeighborIp=10.1.200.25, NeighborAreaId=0.0.0.3, NeighborInterface=Vlanif210, NeighborDownImmediate reason=Neighbor Down Due to Inactivity, NeighborDownPrimeReason=Hello Not Seen, CpuUsage=12%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.26,SystemInfo=Avai:478703492, Com:88683304, mlo:105732, cpu:12, pin:957839084, pout:4294967295, kernelRat:6.42, NiceRate:0.3, IowaitRate:0.0, HardIrqRate:0.47, SoftIrqRate:0.57, StealstolenRate:0.0)
Jun  4 2026 04:25:33 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x8083044d-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=1, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Adjacency holdTimer expired, SubReason=Hello Not Seen)
Jun  4 2026 04:25:23 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:25:23 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=Ethernet1/0/0, RemoteDeviceManageAddress=38ba-2ea8-7401)
Jun  4 2026 04:25:23 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=38ba-2ea8-7401, RemotePortIdType=interfaceName, RemotePortId=Ethernet1/0/0, RemoteSystemName=HQ-DHCP-Server, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.221 (NE40E-X16 V800R022C10SPC100B315)  Copyright (C) 2012-2022 Huawei Technologies Co., Ltd.  HUAWEI NE40E-X16  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=38ba-2ea8-7401)
Jun  4 2026 04:25:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:25:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:25:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:24:53 SW-DMZ-ACC-01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:24:08 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x8083044d-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=8, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun  4 2026 04:23:30 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/6, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:23:30 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/6, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:23:30 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:23:24 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=added, Added=1, Deleted=0, RemoteInterfaceName=Ethernet1/0/0, RemoteDeviceManageAddress=38ba-2ea8-7401)
Jun  4 2026 04:23:24 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=38ba-2ea8-7401, RemotePortIdType=interfaceName, RemotePortId=Ethernet1/0/0, RemoteSystemName=HQ-DHCP-Server, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.221 (NE40E-X16 V800R022C10SPC100B315)  Copyright (C) 2012-2022 Huawei Technologies Co., Ltd.  HUAWEI NE40E-X16  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=38ba-2ea8-7401)
Jun  4 2026 04:23:24 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:23:03 SW-DMZ-ACC-01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:23:03 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x8083044d-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=1, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Adjacency holdTimer expired, SubReason=Hello Not Seen)
Jun  4 2026 04:23:03 SW-DMZ-ACC-01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x8083044d;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.3, NeighborIp=10.1.200.25, NeighborAreaId=0.0.0.3, NeighborInterface=Vlanif210, NeighborDownImmediate reason=Neighbor Down Due to Inactivity, NeighborDownPrimeReason=Hello Not Seen, CpuUsage=12%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.26,SystemInfo=Avai:478665960, Com:88870832, mlo:105732, cpu:12, pin:957829545, pout:4294967295, kernelRat:6.42, NiceRate:0.4, IowaitRate:0.0, HardIrqRate:0.46, SoftIrqRate:0.56, StealstolenRate:0.0)
Jun  4 2026 04:23:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:23:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/6, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:23:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/6, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:22:45 SW-DMZ-ACC-01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x8083044d;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.5, IfIpAddress=10.1.200.26, AddressLessIf=0, NbrIfIpAddress=10.1.200.25, NbrAddressLessIf=0, IfNeighbor=10.1.254.3, PacketType=4, LsdbAreaId=0.0.0.3, LsdbType=1, LsdbLsid=10.1.254.5, LsdbRouterId=10.1.254.5)
Jun  4 2026 04:22:35 SW-DMZ-ACC-01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x8083044d;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.5, IfIpAddress=10.1.200.26, AddressLessIf=0, NbrIfIpAddress=10.1.200.25, NbrAddressLessIf=0, IfNeighbor=10.1.254.3, PacketType=4, LsdbAreaId=0.0.0.3, LsdbType=1, LsdbLsid=10.1.254.5, LsdbRouterId=10.1.254.5)
Jun  4 2026 04:22:16 SW-DMZ-ACC-01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x8083044d-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.5, NbrIpAddress=10.1.200.25, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=8, ProcessId=1, AreaId=0.0.0.3, IfnetIndex=47, LocalIfIpAddress=10.1.200.26, IfName=Vlanif210, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun  4 2026 04:22:15 SW-DMZ-ACC-01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif210, Nexthop=10.1.200.25, Neighbour=, Preference=150, Metric=1, IndirectID=16777269)
Jun  4 2026 04:22:04 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  4 2026 04:22:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.5)
Jun  4 2026 04:22:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=380f-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=SW-DMZ-ACC-01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.5)
Jun  4 2026 04:22:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a50450;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  4 2026 04:22:00 SW-DMZ-ACC-01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a50450;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.5)
